Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50581_2723,GL50581_2723-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVB9],1695,189301,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_2724,GL50581_2724-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVC0],811,88846,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_2725,GL50581_2725-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,255,29527,N/A,0,N/A
GL50581_2726,GL50581_2726-t26_1,Giardia Assemblage B isolate GS,WD-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVC2],732,80304,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_2727,GL50581_2727-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVC3],432,49054,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50581_2728,GL50581_2728-t26_1,Giardia Assemblage B isolate GS,Fe-ADH domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVC4],408,45246,N/A,0,metal ion binding;oxidoreductase activity
GL50581_2729,GL50581_2729-t26_1,Giardia Assemblage B isolate GS,Coiled-coil protein [Source:UniProtKB/TrEMBL;Acc:C6LVC5],1918,214942,N/A,0,N/A
GL50581_273,GL50581_273-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,245,26819,N/A,0,N/A
GL50581_2730,GL50581_2730-t26_1,Giardia Assemblage B isolate GS,5'-3' exoribonuclease 2 [Source:UniProtKB/TrEMBL;Acc:C6LVC6],900,103021,N/A,0,exonuclease activity;nucleic acid binding
GL50581_2731,GL50581_2731-t26_1,Giardia Assemblage B isolate GS,Lysophosphatidic acid phosphatase [Source:UniProtKB/TrEMBL;Acc:C6LVC7],395,44970,Histidine phosphatase superfamily,0,N/A
GL50581_2732,GL50581_2732-t26_1,Giardia Assemblage B isolate GS,KIF-binding protein [Source:UniProtKB/TrEMBL;Acc:C6LVC8],932,106234,N/A,0,N/A
GL50581_2733,GL50581_2733-t26_1,Giardia Assemblage B isolate GS,"RNA-dependent helicase p68, putative [Source:UniProtKB/TrEMBL;Acc:C6LVC9]",596,65765,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;helicase activity;nucleic acid binding
GL50581_2734,GL50581_2734-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,325,36785,N/A,0,N/A
GL50581_2735,GL50581_2735-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LVD1]",493,54112,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_2736,GL50581_2736-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,162,17918,N/A,0,N/A
GL50581_2737,GL50581_2737-t26_1,Giardia Assemblage B isolate GS,Sfi1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVD3],803,95335,N/A,0,N/A
GL50581_2739,GL50581_2739-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,71,7972,N/A,1,N/A
GL50581_274,GL50581_274-t26_1,Giardia Assemblage B isolate GS,Zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNH0],495,55685,N/A,0,N/A
GL50581_2740,GL50581_2740-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVD5],1110,123547,N/A,0,metal ion binding
GL50581_2741,GL50581_2741-t26_1,Giardia Assemblage B isolate GS,Beta-giardin [Source:UniProtKB/TrEMBL;Acc:E2RTU8],272,30877,N/A,0,structural constituent of cytoskeleton
GL50581_2743,GL50581_2743-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1102,121590,N/A,0,N/A
GL50581_2744,GL50581_2744-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,239,25592,N/A,0,N/A
GL50581_2745,GL50581_2745-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,825,91418,N/A,0,N/A
GL50581_2746,GL50581_2746-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,126,12927,N/A,1,N/A
GL50581_2747,GL50581_2747-t26_1,Giardia Assemblage B isolate GS,GTP-binding nuclear protein [Source:UniProtKB/TrEMBL;Acc:C6LVE1],226,25449,P-loop containing nucleoside triphosphate hydrolase,0,GTP binding;GTPase activity
GL50581_2748,GL50581_2748-t26_1,Giardia Assemblage B isolate GS,RING-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVE2],607,67665,N/A,0,kinase activity;ubiquitin protein ligase activity
GL50581_275,GL50581_275-t26_1,Giardia Assemblage B isolate GS,"1,4-alpha-glucan branching enzyme [Source:UniProtKB/TrEMBL;Acc:C6LNH1]",785,91695,Glycoside hydrolase superfamily;Immunoglobulin E-set,0,"1,4-alpha-glucan branching enzyme activity;1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis);catalytic activity;cation binding;hydrolase activity, hydrolyzing O-glycosyl compounds"
GL50581_2750,GL50581_2750-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,146,15538,N/A,0,N/A
GL50581_2751,GL50581_2751-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,240,27631,AH/BAR domain superfamily,0,N/A
GL50581_2752,GL50581_2752-t26_1,Giardia Assemblage B isolate GS,Arf-GAP domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVE5],434,45712,ARFGAP/RecO-like zinc finger,0,GTPase activator activity
GL50581_2753,GL50581_2753-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LVE6],1068,119392,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,protein binding
GL50581_2754,GL50581_2754-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,166,18980,N/A,0,N/A
GL50581_2755,GL50581_2755-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,204,22696,N/A,0,N/A
GL50581_2756,GL50581_2756-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,718,78807,N/A,0,N/A
GL50581_2757,GL50581_2757-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,793,89566,N/A,0,N/A
GL50581_2758,GL50581_2758-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1318,147011,N/A,0,N/A
GL50581_2759,GL50581_2759-t26_1,Giardia Assemblage B isolate GS,Dolichol-phosphate mannosyltransferase subunit 1 [Source:UniProtKB/TrEMBL;Acc:C6LVF3],253,28556,Nucleotide-diphospho-sugar transferases,0,dolichyl-phosphate beta-D-mannosyltransferase activity
GL50581_276,GL50581_276-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,646,70407,N/A,0,N/A
GL50581_2760,GL50581_2760-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,230,26383,N/A,0,N/A
GL50581_2761,GL50581_2761-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVF5],2294,257578,Armadillo-type fold;Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_2762,GL50581_2762-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,331,36869,N/A,0,N/A
GL50581_2763,GL50581_2763-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,179,20322,N/A,0,N/A
GL50581_2764,GL50581_2764-t26_1,Giardia Assemblage B isolate GS,acidPPc domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVF8],312,34911,Phosphatidic acid phosphatase type 2/haloperoxidase superfamily,6,N/A
GL50581_2765,GL50581_2765-t26_1,Giardia Assemblage B isolate GS,YjeF N-terminal domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVF9],273,29434,YjeF N-terminal domain superfamily,0,N/A
GL50581_2766,GL50581_2766-t26_1,Giardia Assemblage B isolate GS,40S ribosomal protein S26 [Source:UniProtKB/TrEMBL;Acc:C6LVG0],109,12772,N/A,0,structural constituent of ribosome
GL50581_2767,GL50581_2767-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,102,11334,N/A,0,N/A
GL50581_2768,GL50581_2768-t26_1,Giardia Assemblage B isolate GS,High cysteine protein [Source:UniProtKB/TrEMBL;Acc:C6LVG2],352,36885,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_2769,GL50581_2769-t26_1,Giardia Assemblage B isolate GS,tRNA(Ile)-2-lysyl-cytidine synthase [Source:UniProtKB/TrEMBL;Acc:C6LVG3],552,60944,N/A,0,"ATP binding;ligase activity, forming carbon-nitrogen bonds;nucleotide binding"
GL50581_277,GL50581_277-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,362,40300,N/A,0,N/A
GL50581_2770,GL50581_2770-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVG4],674,74539,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_2771,GL50581_2771-t26_1,Giardia Assemblage B isolate GS,Protein phosphatase methylesterase 1 [Source:UniProtKB/TrEMBL;Acc:C6LVG5],366,40351,Alpha/Beta hydrolase fold,0,protein methylesterase activity
GL50581_2772,GL50581_2772-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,487,55110,Acyl-CoA N-acyltransferase,0,N/A
GL50581_2773,GL50581_2773-t26_1,Giardia Assemblage B isolate GS,EamA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVG7],479,53105,N/A,10,N/A
GL50581_2774,GL50581_2774-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LVG8],1482,161428,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_2775,GL50581_2775-t26_1,Giardia Assemblage B isolate GS,Fe_hyd_lg_C domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVG9],480,51684,Iron hydrogenase,0,N/A
GL50581_2776,GL50581_2776-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,268,28134,N/A,6,N/A
GL50581_2777,GL50581_2777-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1262,144342,N/A,1,N/A
GL50581_2778,GL50581_2778-t26_1,Giardia Assemblage B isolate GS,DUF775 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVH2],199,22261,N/A,0,N/A
GL50581_2779,GL50581_2779-t26_1,Giardia Assemblage B isolate GS,TAFII55_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVH3],188,21424,N/A,0,N/A
GL50581_278,GL50581_278-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,134,14721,N/A,0,N/A
GL50581_2780,GL50581_2780-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,342,37372,N/A,0,N/A
GL50581_2781,GL50581_2781-t26_1,Giardia Assemblage B isolate GS,Peptide-methionine (S)-S-oxide reductase [Source:UniProtKB/TrEMBL;Acc:C6LVH5],201,22158,Peptide methionine sulphoxide reductase MsrA superfamily,0,peptide-methionine (S)-S-oxide reductase activity
GL50581_2782,GL50581_2782-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,346,39005,N/A,0,N/A
GL50581_2783,GL50581_2783-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,387,42754,N/A,1,N/A
GL50581_2784,GL50581_2784-t26_1,Giardia Assemblage B isolate GS,Pantothenate kinase 4 [Source:UniProtKB/TrEMBL;Acc:C6LVH8],361,38580,"ATPase, nucleotide binding domain",0,ATP binding;pantothenate kinase activity
GL50581_2785,GL50581_2785-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LVH9]",594,67211,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_2786,GL50581_2786-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LVI0],182,18398,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_2787,GL50581_2787-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,346,38759,N/A,0,N/A
GL50581_2788,GL50581_2788-t26_1,Giardia Assemblage B isolate GS,S5A_REDUCTASE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVI2],345,40193,N/A,5,"oxidoreductase activity, acting on the CH-CH group of donors"
GL50581_2789,GL50581_2789-t26_1,Giardia Assemblage B isolate GS,AP complex subunit sigma [Source:UniProtKB/TrEMBL;Acc:C6LVI3],141,16814,Longin-like domain superfamily,0,clathrin adaptor activity
GL50581_279,GL50581_279-t26_1,Giardia Assemblage B isolate GS,Histone acetyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LNH5],418,49057,Chromo-like domain superfamily;Acyl-CoA N-acyltransferase,0,histone acetyltransferase activity
GL50581_2790,GL50581_2790-t26_1,Giardia Assemblage B isolate GS,Hydrolase_4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVI4],337,38017,Alpha/Beta hydrolase fold,0,peptidase activity
GL50581_2791,GL50581_2791-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,179,20642,N/A,0,N/A
GL50581_2792,GL50581_2792-t26_1,Giardia Assemblage B isolate GS,Ribosomal_S27 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVI6],137,15162,Zinc-binding ribosomal protein,0,metal ion binding;structural constituent of ribosome
GL50581_2793,GL50581_2793-t26_1,Giardia Assemblage B isolate GS,Calmodulin [Source:UniProtKB/TrEMBL;Acc:E2RTT3],153,17275,EF-hand domain pair,0,calcium ion binding
GL50581_2794,GL50581_2794-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LVI8],837,92102,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_2795,GL50581_2795-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,948,105643,N/A,0,N/A
GL50581_2796,GL50581_2796-t26_1,Giardia Assemblage B isolate GS,Eukaryotic initiation factor 4A [Source:UniProtKB/TrEMBL;Acc:C6LVJ0],427,47759,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;helicase activity;nucleic acid binding;translation initiation factor activity
GL50581_2797,GL50581_2797-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,336,37944,N/A,0,N/A
GL50581_2798,GL50581_2798-t26_1,Giardia Assemblage B isolate GS,Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:C6LVJ2],755,84480,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;microtubule binding;microtubule motor activity
GL50581_2799,GL50581_2799-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,439,50151,N/A,0,N/A
GL50581_28,GL50581_28-t26_1,Giardia Assemblage B isolate GS,Cation_ATPase_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMT0],1336,147647,"HAD-like superfamily;P-type ATPase, A domain superfamily;P-type ATPase, transmembrane domain superfamily",8,ATP binding
GL50581_280,GL50581_280-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNH6],577,65044,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_2800,GL50581_2800-t26_1,Giardia Assemblage B isolate GS,Dynein light chain roadblock [Source:UniProtKB/TrEMBL;Acc:E2RTQ3],100,11342,N/A,0,cytoskeletal motor activity;dynein intermediate chain binding
GL50581_2801,GL50581_2801-t26_1,Giardia Assemblage B isolate GS,MRG domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVJ5],401,46265,N/A,0,N/A
GL50581_2802,GL50581_2802-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,400,45355,N/A,0,N/A
GL50581_2803,GL50581_2803-t26_1,Giardia Assemblage B isolate GS,Sm domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVJ7],107,11742,LSM domain superfamily,0,N/A
GL50581_2804,GL50581_2804-t26_1,Giardia Assemblage B isolate GS,Dephospho-CoA kinase [Source:UniProtKB/TrEMBL;Acc:C6LVJ8],284,31884,P-loop containing nucleoside triphosphate hydrolase,1,ATP binding;dephospho-CoA kinase activity
GL50581_2805,GL50581_2805-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,406,46029,N/A,1,N/A
GL50581_2806,GL50581_2806-t26_1,Giardia Assemblage B isolate GS,LRRNT_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVK0],242,26865,N/A,0,N/A
GL50581_2807,GL50581_2807-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,894,99507,N/A,0,N/A
GL50581_2808,GL50581_2808-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,214,23648,"GINS, helical bundle-like domain superfamily",0,N/A
GL50581_2809,GL50581_2809-t26_1,Giardia Assemblage B isolate GS,"Spindle pole protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LVK3]",586,65837,N/A,0,N/A
GL50581_281,GL50581_281-t26_1,Giardia Assemblage B isolate GS,RPN1_RPN2_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LNH7],1243,136216,Armadillo-type fold,0,enzyme regulator activity
GL50581_2810,GL50581_2810-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LVK4]",1213,132851,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_2811,GL50581_2811-t26_1,Giardia Assemblage B isolate GS,Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:C6LVK5],305,35446,N/A,0,hydrolase activity;phosphoprotein phosphatase activity
GL50581_2812,GL50581_2812-t26_1,Giardia Assemblage B isolate GS,Rhodanese domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVK6],378,41823,Rhodanese-like domain superfamily,0,N/A
GL50581_2813,GL50581_2813-t26_1,Giardia Assemblage B isolate GS,Endothelin-converting enzyme 2 [Source:UniProtKB/TrEMBL;Acc:C6LVK7],209,24369,S-adenosyl-L-methionine-dependent methyltransferase,0,N/A
GL50581_2814,GL50581_2814-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,328,36685,N/A,0,N/A
GL50581_2815,GL50581_2815-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,51,5811,N/A,1,N/A
GL50581_2816,GL50581_2816-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,221,24691,Cyclophilin-like domain superfamily,0,N/A
GL50581_2817,GL50581_2817-t26_1,Giardia Assemblage B isolate GS,Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LVL1],359,39529,N/A,4,palmitoyltransferase activity;protein-cysteine S-palmitoyltransferase activity
GL50581_2818,GL50581_2818-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LVL2],128,12479,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_2819,GL50581_2819-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,703,78753,N/A,0,N/A
GL50581_282,GL50581_282-t26_1,Giardia Assemblage B isolate GS,DNA helicase [Source:UniProtKB/TrEMBL;Acc:C6LNH8],730,79264,"Nucleic acid-binding, OB-fold;P-loop containing nucleoside triphosphate hydrolase",0,ATP binding;DNA binding;DNA helicase activity
GL50581_2820,GL50581_2820-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,777,86171,Protein kinase-like domain superfamily,0,N/A
GL50581_2821,GL50581_2821-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1030,114514,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_2822,GL50581_2822-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,832,92460,N/A,0,N/A
GL50581_2823,GL50581_2823-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,218,25046,Translation Initiation factor eIF- 4e-like,1,RNA binding;translation initiation factor activity
GL50581_2824,GL50581_2824-t26_1,Giardia Assemblage B isolate GS,PUM-HD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVL8],501,55316,Armadillo-type fold,0,RNA binding
GL50581_2825,GL50581_2825-t26_1,Giardia Assemblage B isolate GS,Histone acetyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LVL9],473,54578,Acyl-CoA N-acyltransferase,0,histone acetyltransferase activity;methyltransferase activity
GL50581_2826,GL50581_2826-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1219,140011,N/A,0,N/A
GL50581_2827,GL50581_2827-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,370,42194,N/A,0,N/A
GL50581_2828,GL50581_2828-t26_1,Giardia Assemblage B isolate GS,Kinesin-like protein [Source:UniProtKB/TrEMBL;Acc:C6LVM2],798,88093,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;microtubule binding;microtubule motor activity
GL50581_2829,GL50581_2829-t26_1,Giardia Assemblage B isolate GS,AMP-binding domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVM3],683,77227,N/A,0,ligase activity
GL50581_283,GL50581_283-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,266,29979,N/A,0,N/A
GL50581_2830,GL50581_2830-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LVM4],572,64523,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
